,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_category,rental_term,host_type
1250,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09372,11.53685,Entire home/apt,49.0,6,0,1,0,0,Low price,Short term,Private host
1251,Schwabing-West,48.16965,11.56337,Entire home/apt,78.0,2,4,1,0,0,Low price,Short term,Private host
1252,Sendling-Westpark,48.12042,11.53223,Private room,37.0,3,58,1,326,0,Low price,Long term,Private host
1253,Milbertshofen-Am Hart,48.18838,11.55971,Private room,56.0,2,101,1,345,0,Low price,Long term,Private host
1254,Neuhausen-Nymphenburg,48.14632,11.5164,Private room,89.0,1,40,1,170,6,Middle price,Medium term,Private host
1255,Pasing-Obermenzing,48.16191,11.44396,Entire home/apt,259.0,5,3,1,0,0,High price,Short term,Private host
1256,Ludwigsvorstadt-Isarvorstadt,48.13442,11.56234,Entire home/apt,35.0,30,0,1,358,0,Low price,Long term,Private host
1257,Ludwigsvorstadt-Isarvorstadt,48.13733,11.56486,Entire home/apt,245.0,1,36,9,304,6,High price,Long term,Commercial host
1258,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,87.0,1,182,8,352,23,Middle price,Long term,Commercial host
1259,Untergiesing-Harlaching,48.08689,11.55993,Entire home/apt,125.0,3,9,1,0,0,Middle price,Short term,Private host
1260,Untergiesing-Harlaching,48.10825,11.57779,Entire home/apt,59.0,1,8,1,0,0,Low price,Short term,Private host
1261,Schwabing-West,48.16076,11.57896,Private room,120.0,1,6,1,364,0,Middle price,Long term,Private host
1262,Maxvorstadt,48.15581,11.56809,Private room,40.0,2,217,1,165,30,Low price,Medium term,Private host
1263,Ludwigsvorstadt-Isarvorstadt,48.12722,11.56069,Entire home/apt,96.0,2,47,1,0,0,Middle price,Short term,Private host
1264,Ludwigsvorstadt-Isarvorstadt,48.12648,11.56564,Entire home/apt,150.0,5,4,1,60,2,Middle price,Short term,Private host
1265,Neuhausen-Nymphenburg,48.1665,11.51833,Private room,47.0,2,15,1,0,0,Low price,Short term,Private host
1266,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,450.0,2,143,3,277,17,High price,Long term,Commercial host
1267,Allach-Untermenzing,48.18199,11.48836,Private room,90.0,1,19,1,355,1,Middle price,Long term,Private host
1268,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10155,11.5223,Entire home/apt,62.0,2,34,1,0,0,Low price,Short term,Private host
1269,Aubing-Lochhausen-Langwied,48.14475,11.43967,Private room,49.0,4,6,2,52,0,Low price,Short term,Commercial host
1270,Sendling-Westpark,48.12875,11.53535,Private room,34.0,1,129,1,0,0,Low price,Short term,Private host
1271,Laim,48.1399,11.51187,Private room,290.0,2,7,1,362,0,High price,Long term,Private host
1272,Bogenhausen,48.14019,11.61215,Entire home/apt,78.0,10,2,1,14,0,Low price,Short term,Private host
1273,Aubing-Lochhausen-Langwied,48.17686,11.40563,Entire home/apt,199.0,4,14,1,364,3,Middle price,Long term,Private host
1274,Laim,48.13841,11.5146,Entire home/apt,44.0,5,8,1,1,2,Low price,Short term,Private host
1275,Sendling,48.12363,11.54113,Entire home/apt,227.0,7,13,2,64,1,High price,Short term,Commercial host
1276,Obergiesing,48.11698,11.58056,Private room,50.0,2,127,2,72,19,Low price,Short term,Commercial host
1277,Schwabing-Freimann,48.16401,11.58407,Private room,101.0,1,78,2,15,20,Middle price,Short term,Commercial host
1278,Au-Haidhausen,48.12726,11.6003,Private room,43.0,20,5,1,176,1,Low price,Medium term,Private host
1279,Maxvorstadt,48.14957,11.57648,Entire home/apt,380.0,4,2,1,177,0,High price,Medium term,Private host
1280,Bogenhausen,48.1504,11.62618,Private room,44.0,2,110,1,45,5,Low price,Short term,Private host
1281,Neuhausen-Nymphenburg,48.14606,11.53133,Private room,40.0,1,82,2,328,6,Low price,Long term,Commercial host
1282,Schwabing-West,48.17322,11.57426,Entire home/apt,60.0,2,47,1,121,5,Low price,Medium term,Private host
1283,Bogenhausen,48.13856,11.61422,Entire home/apt,104.0,2,76,1,242,19,Middle price,Long term,Private host
1284,Schwabing-West,48.15655,11.57693,Entire home/apt,240.0,7,3,1,0,0,High price,Short term,Private host
1285,Ludwigsvorstadt-Isarvorstadt,48.13711,11.55572,Private room,65.0,1,33,3,109,0,Low price,Medium term,Commercial host
1286,Sendling-Westpark,48.1295,11.53227,Private room,80.0,3,1,1,364,0,Middle price,Long term,Private host
1287,Neuhausen-Nymphenburg,48.15546,11.53176,Entire home/apt,80.0,14,2,1,177,0,Middle price,Medium term,Private host
1288,Ludwigsvorstadt-Isarvorstadt,48.12433,11.56693,Private room,51.0,5,6,1,0,0,Low price,Short term,Private host
1289,Tudering-Riem,48.1128,11.6824,Entire home/apt,75.0,2,27,1,82,4,Low price,Short term,Private host
1290,Milbertshofen-Am Hart,48.2038,11.57006,Entire home/apt,30.0,7,7,2,0,1,Low price,Short term,Commercial host
1291,Milbertshofen-Am Hart,48.18887,11.58034,Entire home/apt,100.0,1,2,2,89,0,Middle price,Short term,Commercial host
1292,Ludwigsvorstadt-Isarvorstadt,48.12371,11.56698,Entire home/apt,96.0,10,0,1,324,0,Middle price,Long term,Private host
1293,Bogenhausen,48.14992,11.64694,Private room,98.0,2,0,1,89,0,Middle price,Short term,Private host
1294,Altstadt-Lehel,48.13467,11.56947,Private room,195.0,1,0,4,364,0,Middle price,Long term,Commercial host
1295,Ludwigsvorstadt-Isarvorstadt,48.13148,11.57706,Entire home/apt,180.0,5,18,2,35,0,Middle price,Short term,Commercial host
1296,Ramersdorf-Perlach,48.0977,11.66027,Entire home/apt,150.0,4,16,1,355,0,Middle price,Long term,Private host
1297,Bogenhausen,48.14368,11.60435,Entire home/apt,99.0,2,7,1,82,0,Middle price,Short term,Private host
1298,Ludwigsvorstadt-Isarvorstadt,48.13009,11.55642,Private room,150.0,1,11,1,179,0,Middle price,Medium term,Private host
1299,Maxvorstadt,48.15239,11.56438,Entire home/apt,145.0,1,61,2,221,0,Middle price,Long term,Commercial host
1300,Maxvorstadt,48.15506,11.56207,Entire home/apt,135.0,2,222,1,334,31,Middle price,Long term,Private host
1301,Schwabing-West,48.1609,11.57495,Private room,250.0,2,0,1,89,0,High price,Short term,Private host
1302,Altstadt-Lehel,48.14661,11.59646,Private room,90.0,1,49,1,121,0,Middle price,Medium term,Private host
1303,Ludwigsvorstadt-Isarvorstadt,48.12839,11.57596,Entire home/apt,185.0,3,128,1,146,20,Middle price,Medium term,Private host
1304,Schwabing-West,48.16025,11.57464,Private room,84.0,1,8,1,90,0,Middle price,Short term,Private host
1305,Hadern,48.12445,11.48386,Private room,150.0,1,1,1,88,0,Middle price,Short term,Private host
1306,Obergiesing,48.11876,11.58006,Entire home/apt,132.0,1,10,1,89,0,Middle price,Short term,Private host
1307,Moosach,48.1805,11.50983,Private room,60.0,14,10,2,158,0,Low price,Medium term,Commercial host
1308,Maxvorstadt,48.152,11.57497,Entire home/apt,125.0,20,2,1,89,0,Middle price,Short term,Private host
1309,Sendling,48.1073,11.55175,Entire home/apt,174.0,1,23,1,88,0,Middle price,Short term,Private host
1310,Moosach,48.18128,11.5107,Private room,70.0,15,7,2,90,0,Low price,Short term,Commercial host
1311,Bogenhausen,48.15793,11.64219,Entire home/apt,145.0,3,101,2,1,0,Middle price,Short term,Commercial host
1312,Au-Haidhausen,48.12663,11.59474,Private room,420.0,3,3,1,362,0,High price,Long term,Private host
1313,Obergiesing,48.11456,11.57844,Entire home/apt,90.0,2,2,1,3,2,Middle price,Short term,Private host
1314,Au-Haidhausen,48.12076,11.57407,Entire home/apt,90.0,2,2,1,0,0,Middle price,Short term,Private host
1315,Moosach,48.18033,11.5169,Entire home/apt,115.0,2,1,1,89,0,Middle price,Short term,Private host
1316,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0871,11.53493,Private room,30.0,2,116,2,162,9,Low price,Medium term,Commercial host
1317,Bogenhausen,48.16868,11.6587,Private room,150.0,2,1,1,89,0,Middle price,Short term,Private host
1318,Ludwigsvorstadt-Isarvorstadt,48.12508,11.56302,Entire home/apt,200.0,2,1,1,87,0,High price,Short term,Private host
1319,Altstadt-Lehel,48.13428,11.57632,Entire home/apt,240.0,2,7,1,0,0,High price,Short term,Private host
1320,Neuhausen-Nymphenburg,48.1546,11.53447,Entire home/apt,250.0,3,5,1,90,0,High price,Short term,Private host
1321,Sendling,48.12275,11.53856,Private room,100.0,3,4,1,90,0,Middle price,Short term,Private host
1322,Sendling,48.10502,11.53759,Private room,55.0,1,45,1,141,0,Low price,Medium term,Private host
1323,Schwabing-West,48.16098,11.5698,Entire home/apt,100.0,5,7,1,172,0,Middle price,Medium term,Private host
1324,Untergiesing-Harlaching,48.10754,11.56547,Private room,69.0,3,8,2,51,1,Low price,Short term,Commercial host
1325,Ramersdorf-Perlach,48.10902,11.62211,Private room,38.0,1,25,3,52,5,Low price,Short term,Commercial host
1326,Schwabing-Freimann,48.16177,11.58524,Private room,88.0,1,12,2,8,7,Middle price,Short term,Commercial host
1327,Neuhausen-Nymphenburg,48.15873,11.51419,Entire home/apt,180.0,3,9,1,0,1,Middle price,Short term,Private host
1328,Schwanthalerhöhe,48.13621,11.54833,Entire home/apt,120.0,7,13,1,0,3,Middle price,Short term,Private host
1329,Schwabing-West,48.17014,11.57544,Entire home/apt,66.0,2,22,1,0,0,Low price,Short term,Private host
1330,Ludwigsvorstadt-Isarvorstadt,48.12962,11.5713,Entire home/apt,150.0,1,3,1,364,0,Middle price,Long term,Private host
1331,Schwabing-West,48.15807,11.5651,Entire home/apt,180.0,4,8,1,15,0,Middle price,Short term,Private host
1332,Obergiesing,48.11833,11.57915,Entire home/apt,145.0,3,18,1,0,0,Middle price,Short term,Private host
1333,Schwabing-Freimann,48.16448,11.59375,Private room,100.0,10,6,1,83,0,Middle price,Short term,Private host
1334,Ludwigsvorstadt-Isarvorstadt,48.12769,11.56314,Entire home/apt,199.0,180,34,2,81,0,Middle price,Short term,Commercial host
1335,Laim,48.14246,11.49808,Entire home/apt,109.0,3,12,1,365,0,Middle price,Long term,Private host
1336,Laim,48.13874,11.52037,Private room,60.0,2,6,8,345,0,Low price,Long term,Commercial host
1337,Neuhausen-Nymphenburg,48.15471,11.53766,Entire home/apt,350.0,3,24,3,79,0,High price,Short term,Commercial host
1338,Pasing-Obermenzing,48.15799,11.44502,Entire home/apt,130.0,2,9,1,179,1,Middle price,Medium term,Private host
1339,Milbertshofen-Am Hart,48.18199,11.58136,Private room,40.0,3,1,1,0,0,Low price,Short term,Private host
1340,Ludwigsvorstadt-Isarvorstadt,48.1308,11.56872,Entire home/apt,90.0,2,8,1,0,0,Middle price,Short term,Private host
1341,Maxvorstadt,48.1516,11.57997,Entire home/apt,85.0,20,9,1,0,0,Middle price,Short term,Private host
1342,Schwabing-Freimann,48.16177,11.58502,Shared room,200.0,1,0,1,90,0,High price,Short term,Private host
1343,Ramersdorf-Perlach,48.10906,11.62149,Private room,39.0,2,187,3,79,4,Low price,Short term,Commercial host
1344,Neuhausen-Nymphenburg,48.14836,11.52795,Private room,88.0,1,1,1,89,0,Middle price,Short term,Private host
1345,Ludwigsvorstadt-Isarvorstadt,48.12999,11.55711,Entire home/apt,250.0,3,2,1,88,0,High price,Short term,Private host
1346,Ludwigsvorstadt-Isarvorstadt,48.12301,11.55316,Entire home/apt,66.0,2,62,1,0,0,Low price,Short term,Private host
1347,Maxvorstadt,48.14546,11.54268,Private room,38.0,1,248,1,0,1,Low price,Short term,Private host
1348,Moosach,48.18807,11.52618,Entire home/apt,95.0,2,8,1,0,0,Middle price,Short term,Private host
1349,Ludwigsvorstadt-Isarvorstadt,48.1333,11.58245,Entire home/apt,179.0,4,67,1,4,11,Middle price,Short term,Private host
1350,Sendling,48.1211,11.54945,Entire home/apt,565.0,3,11,1,0,0,High price,Short term,Private host
1351,Sendling,48.12501,11.54086,Private room,35.0,2,35,1,172,0,Low price,Medium term,Private host
1352,Laim,48.13176,11.50882,Private room,150.0,1,2,1,88,0,Middle price,Short term,Private host
1353,Au-Haidhausen,48.1313,11.60069,Entire home/apt,95.0,3,9,1,0,3,Middle price,Short term,Private host
1354,Schwabing-Freimann,48.15945,11.58357,Private room,75.0,1,1,1,90,0,Low price,Short term,Private host
1355,Ramersdorf-Perlach,48.11623,11.62534,Entire home/apt,350.0,3,1,1,180,0,High price,Medium term,Private host
1356,Maxvorstadt,48.14892,11.57791,Private room,43.0,6,16,1,0,0,Low price,Short term,Private host
1357,Laim,48.1426,11.50779,Entire home/apt,72.0,2,46,1,0,2,Low price,Short term,Private host
1358,Altstadt-Lehel,48.1346,11.57874,Entire home/apt,100.0,3,8,1,0,0,Middle price,Short term,Private host
1359,Neuhausen-Nymphenburg,48.15753,11.54031,Entire home/apt,300.0,4,5,1,363,0,High price,Long term,Private host
1360,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,157.0,2,174,3,327,31,Middle price,Long term,Commercial host
1361,Berg am Laim,48.11974,11.6306,Private room,39.0,1,70,1,0,9,Low price,Short term,Private host
1362,Au-Haidhausen,48.12432,11.59662,Private room,200.0,3,0,1,364,0,High price,Long term,Private host
1363,Schwabing-West,48.17192,11.56438,Entire home/apt,170.0,2,1,1,364,0,Middle price,Long term,Private host
1364,Ludwigsvorstadt-Isarvorstadt,48.13191,11.57731,Entire home/apt,125.0,2,8,1,51,4,Middle price,Short term,Private host
1365,Neuhausen-Nymphenburg,48.1532,11.51046,Entire home/apt,150.0,3,1,1,172,0,Middle price,Medium term,Private host
1366,Ludwigsvorstadt-Isarvorstadt,48.13558,11.55381,Private room,59.0,1,53,3,0,1,Low price,Short term,Commercial host
1367,Ludwigsvorstadt-Isarvorstadt,48.13586,11.55263,Private room,59.0,1,63,3,0,1,Low price,Short term,Commercial host
1368,Schwabing-West,48.17385,11.5634,Private room,153.0,2,0,1,89,0,Middle price,Short term,Private host
1369,Bogenhausen,48.15299,11.60208,Shared room,80.0,1,4,1,88,0,Middle price,Short term,Private host
1370,Untergiesing-Harlaching,48.10107,11.58061,Entire home/apt,39.0,2,15,1,238,4,Low price,Long term,Private host
1371,Untergiesing-Harlaching,48.09993,11.58179,Entire home/apt,121.0,1,26,1,0,3,Middle price,Short term,Private host
1372,Maxvorstadt,48.15174,11.57139,Entire home/apt,240.0,3,2,1,87,0,High price,Short term,Private host
1373,Au-Haidhausen,48.12739,11.5861,Private room,165.0,2,15,1,82,0,Middle price,Short term,Private host
1374,Neuhausen-Nymphenburg,48.15683,11.54643,Entire home/apt,170.0,4,4,2,348,0,Middle price,Long term,Commercial host
1375,Milbertshofen-Am Hart,48.20583,11.56995,Entire home/apt,65.0,3,24,1,269,6,Low price,Long term,Private host
1376,Tudering-Riem,48.10256,11.69273,Private room,55.0,2,1,1,363,0,Low price,Long term,Private host
1377,Schwabing-Freimann,48.18148,11.60174,Private room,80.0,2,3,1,364,0,Middle price,Long term,Private host
1378,Au-Haidhausen,48.12988,11.59486,Entire home/apt,89.0,3,0,1,168,0,Middle price,Medium term,Private host
1379,Sendling-Westpark,48.12725,11.53214,Private room,35.0,2,47,1,87,5,Low price,Short term,Private host
1380,Pasing-Obermenzing,48.16577,11.46259,Entire home/apt,81.0,1,222,3,151,50,Middle price,Medium term,Commercial host
1381,Schwabing-Freimann,48.16511,11.58144,Private room,90.0,2,1,1,87,0,Middle price,Short term,Private host
1382,Ludwigsvorstadt-Isarvorstadt,48.12572,11.56429,Private room,250.0,1,3,1,90,0,High price,Short term,Private host
1383,Obergiesing,48.11874,11.581,Entire home/apt,175.0,3,4,1,178,0,Middle price,Medium term,Private host
1384,Neuhausen-Nymphenburg,48.14846,11.50781,Entire home/apt,66.0,4,7,1,0,0,Low price,Short term,Private host
1385,Schwabing-Freimann,48.20623,11.59608,Private room,35.0,1,22,1,21,0,Low price,Short term,Private host
1386,Bogenhausen,48.16643,11.63476,Entire home/apt,138.0,3,55,1,82,0,Middle price,Short term,Private host
1387,Ramersdorf-Perlach,48.10852,11.6208,Private room,48.0,1,224,3,84,25,Low price,Short term,Commercial host
1388,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08041,11.53165,Entire home/apt,85.0,6,24,1,363,0,Middle price,Long term,Private host
1389,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08702,11.53508,Entire home/apt,120.0,7,8,2,0,1,Middle price,Short term,Commercial host
1390,Neuhausen-Nymphenburg,48.15179,11.5469,Private room,65.0,5,2,2,364,0,Low price,Long term,Commercial host
1391,Maxvorstadt,48.14992,11.55185,Private room,79.0,7,1,2,365,0,Low price,Long term,Commercial host
1392,Maxvorstadt,48.15664,11.56309,Entire home/apt,50.0,10,37,4,237,1,Low price,Long term,Commercial host
1393,Maxvorstadt,48.15141,11.55452,Entire home/apt,100.0,2,9,1,82,0,Middle price,Short term,Private host
1394,Schwabing-West,48.16984,11.56412,Entire home/apt,96.0,2,28,1,0,0,Middle price,Short term,Private host
1395,Schwabing-West,48.16457,11.57332,Entire home/apt,40.0,30,0,1,146,0,Low price,Medium term,Private host
1396,Sendling-Westpark,48.10702,11.50988,Private room,79.0,3,21,3,83,0,Low price,Short term,Commercial host
1397,Schwabing-Freimann,48.16577,11.58752,Entire home/apt,88.0,3,33,1,28,1,Middle price,Short term,Private host
1398,Ludwigsvorstadt-Isarvorstadt,48.12642,11.55253,Entire home/apt,400.0,2,0,1,89,0,High price,Short term,Private host
1399,Pasing-Obermenzing,48.14158,11.4753,Private room,40.0,1,6,1,163,0,Low price,Medium term,Private host
1400,Maxvorstadt,48.14598,11.54229,Private room,95.0,2,4,1,90,0,Middle price,Short term,Private host
1401,Ramersdorf-Perlach,48.08783,11.6423,Entire home/apt,96.0,300,17,1,363,0,Middle price,Long term,Private host
1402,Altstadt-Lehel,48.13211,11.56966,Private room,125.0,1,7,1,89,0,Middle price,Short term,Private host
1403,Obergiesing,48.11673,11.58296,Entire home/apt,78.0,2,2,1,0,0,Low price,Short term,Private host
1404,Sendling-Westpark,48.10922,11.50938,Private room,79.0,3,17,3,81,0,Low price,Short term,Commercial host
1405,Schwabing-West,48.15846,11.56996,Private room,55.0,14,51,1,79,0,Low price,Short term,Private host
1406,Ramersdorf-Perlach,48.11642,11.61285,Private room,50.0,1,14,1,177,0,Low price,Medium term,Private host
1407,Schwabing-West,48.16037,11.57985,Entire home/apt,130.0,2,13,1,0,1,Middle price,Short term,Private host
1408,Sendling,48.12522,11.54635,Private room,119.0,2,7,1,0,1,Middle price,Short term,Private host
1409,Sendling,48.12534,11.54242,Entire home/apt,45.0,10,29,1,30,2,Low price,Short term,Private host
1410,Ludwigsvorstadt-Isarvorstadt,48.12069,11.55946,Entire home/apt,150.0,3,8,1,0,0,Middle price,Short term,Private host
1411,Ramersdorf-Perlach,48.10934,11.64072,Private room,300.0,1,5,1,83,0,High price,Short term,Private host
1412,Bogenhausen,48.15819,11.64637,Entire home/apt,84.0,2,29,1,15,4,Middle price,Short term,Private host
1413,Ludwigsvorstadt-Isarvorstadt,48.14122,11.54933,Entire home/apt,399.0,1,2,1,0,0,High price,Short term,Private host
1414,Schwabing-Freimann,48.18932,11.61712,Entire home/apt,58.0,2,73,1,115,16,Low price,Medium term,Private host
1415,Sendling,48.12235,11.54768,Private room,79.0,2,16,1,298,2,Low price,Long term,Private host
1416,Untergiesing-Harlaching,48.10394,11.57166,Private room,180.0,1,1,1,364,0,Middle price,Long term,Private host
1417,Obergiesing,48.11576,11.58361,Private room,70.0,1,2,1,145,0,Low price,Medium term,Private host
1418,Schwabing-Freimann,48.16615,11.58279,Entire home/apt,240.0,3,25,1,155,2,High price,Medium term,Private host
1419,Schwanthalerhöhe,48.1309,11.53887,Entire home/apt,72.0,2,10,1,89,0,Low price,Short term,Private host
1420,Ludwigsvorstadt-Isarvorstadt,48.13082,11.57681,Private room,86.0,2,14,1,362,1,Middle price,Long term,Private host
1421,Ramersdorf-Perlach,48.08726,11.64199,Private room,87.0,2,93,3,331,24,Middle price,Long term,Commercial host
1422,Schwabing-Freimann,48.16269,11.59633,Private room,99.0,1,14,1,89,0,Middle price,Short term,Private host
